308,CHIN,117,ZZZZ,999,1,,or equivalent
309,CHIN,117,ZZZZ,999,0,,permission of department required
310,CME,331,CMPT,116,1,,
311,CME,331,CMPT,141,1,,
312,CME,331,EE,232,0,,
313,CME,332,CMPT,115,1,,
314,CME,332,CMPT,117,1,,
315,CME,332,CMPT,145,1,,
316,CME,332,CME,331,0,,
317,CME,332,CME,341,0,,
318,CME,334,CME,331,0,,
319,CME,341,CMPT,116,1,,
320,CME,341,CMPT,141,1,,
321,CME,341,EE,232,0,,
322,CME,342,CME,341,0,,can be concurrent
323,CME,433,CME,331,0,,
324,CME,433,CME,341,0,,
325,CME,435,CME,341,0,,
326,CME,451,CME,331,0,,
327,COMM,203,MATH,110,1,,
328,COMM,203,MATH,121,1,,
329,COMM,203,COMM,104,0,,
330,COMM,205,COMM,104,0,,
331,COMM,210,COMM,201,0,,
332,DRAM,119,DRAM,116,1,,
333,DRAM,119,DRAM,118,1,,
334,ECON,114,ECON,111,0,,"recommended, not required"
335,EE,216,MATH,123,0,,
336,EE,216,MATH,124,0,,
337,ENG,202,ZZZZ,999,0,,6 credit units of 100-level ENG.
338,ENG,203,ZZZZ,999,0,,6 credit units of 100-level ENG.
339,ENG,204,ZZZZ,999,0,,6 credit units of 100-level ENG.
340,ENG,242,ZZZZ,999,0,,6 credit units of 100-level ENG OR 3 credit units of 100-level ENG and INDG
341,ENG,243,ZZZZ,999,0,,6 credit units of 100-level ENG.
342,ENG,290,ZZZZ,999,1,,6 credit units of 100-level ENG.
343,ENG,290,LING,111,1,,
344,ENG,290,ZZZZ,999,1,,a senior course in a language
345,ENG,335,ZZZZ,999,0,,"3 credit units of 200-level English, can be concurrent"
346,ENG,335,ENG,243,0,,"recommended, not required"
347,ESL,115,ZZZZ,999,0,,"Registration in this course is restricted to students who have completed Level UP2: High Advanced Academic English (U of S Language Centre), completed English as a Second Language (University of Regina: “ESL 050”), completed an English Proficiency Test (such as the TEOFL) as a condition of admission; or on the recommendation the U of S Language Centre. Such students must have completed fewer than 60 credit units in which English is the language of instruction."
348,ESL,116,ZZZZ,999,0,,"Registration in this course is restricted to students who have completed Level UP2: High Advanced Academic English (U of S Language Centre), completed English as a Second Language (University of Regina: “ESL 050”), completed an English Proficiency Test (such as the TEOFL) as a condition of admission; or on the recommendation the U of S Language Centre. Such students must have completed fewer than 60 credit units in which English is the language of instruction."
349,FREN,106,HSCH,999,1,,Frech 20
350,FREN,106,FREN,103,1,,
351,FREN,122,HSCH,999,1,,French 30 (Grade 12 Core French)
352,FREN,122,FREN,106,1,,
353,FREN,125,FREN,122,0,,
354,FREN,218,FREN,212,0,,
355,GEOG,120,HSCH,999,0,,A background in high school sciences at the 30-level is recommended.
356,GERM,117,GERM,114,0,,
357,GRK,113,GRK,112,0,,
358,HIST,266,ZZZZ,999,0,,3 credit units HIST at the 100-level or 30 credit units of university level courses.
